iter	Quantile:alpha=0.5
1506	0.05231498725
1507	0.05230598948
1508	0.05228899589
1509	0.05220645622
1510	0.05218707959
1511	0.05217850013
1512	0.05216720391
1513	0.05215942045
1514	0.05214830533
1515	0.05214052147
1516	0.05213242853
1517	0.0521257731
1518	0.05211700551
1519	0.05209586301
1520	0.05207053059
1521	0.05206233302
1522	0.05203974191
1523	0.05202013095
1524	0.05196116934
1525	0.05194749881
1526	0.05193874979
1527	0.05192976528
1528	0.05192079521
1529	0.05190974494
1530	0.05189978163
1531	0.05189293829
1532	0.05187888891
1533	0.05186623819
1534	0.05185558334
1535	0.05184390445
1536	0.05183619097
1537	0.0518044316
1538	0.05179554875
1539	0.05178192638
1540	0.05177103945
1541	0.0517658377
1542	0.05175883633
1543	0.05174730995
1544	0.05173525676
1545	0.05172505886
1546	0.05171172501
1547	0.05157409622
1548	0.05155887032
1549	0.05155152065
1550	0.05153745757
1551	0.05152646061
1552	0.05151741151
1553	0.05150789285
1554	0.05149122619
1555	0.05148061743
1556	0.05147277662
1557	0.05144687679
1558	0.05143724603
1559	0.05142665983
1560	0.05141679813
1561	0.05141002758
1562	0.05138965698
1563	0.05138319039
1564	0.05137440188
1565	0.05136648618
1566	0.05135570428
1567	0.05133939649
1568	0.05131983955
1569	0.05131446099
1570	0.05129507892
1571	0.05128578673
1572	0.05127878987
1573	0.05126417487
1574	0.05125637891
1575	0.05124577173
1576	0.05123908392
1577	0.05122898818
1578	0.0512209254
1579	0.05121403404
1580	0.05120235858
1581	0.05119213997
1582	0.05118443743
1583	0.0511762715
1584	0.05117061676
1585	0.05115968029
1586	0.05115267985
1587	0.05112601016
1588	0.05111458269
1589	0.0511064119
1590	0.05109692031
1591	0.05108903877
1592	0.05107846987
1593	0.05106200039
1594	0.05104823229
1595	0.05103967054
1596	0.05103393487
1597	0.05102827352
1598	0.05102212537
1599	0.05101356692
1600	0.05100609919
1601	0.05099824663
1602	0.05095326253
1603	0.05093495074
1604	0.05092950935
1605	0.05091665552
1606	0.0509059578
1607	0.05089855063
1608	0.05088905715
1609	0.05087986769
1610	0.05087309584
1611	0.05085224947
1612	0.05084067021
1613	0.05082319471
1614	0.05081497983
1615	0.05080784907
1616	0.05079820947
1617	0.05079380324
1618	0.05078709322
1619	0.05077889032
1620	0.05077381091
1621	0.05076025074
1622	0.05075273664
1623	0.0507437767
1624	0.05073532858
1625	0.05072692051
1626	0.05071834394
1627	0.05070398771
1628	0.05069217165
1629	0.05068359374
1630	0.05067565315
1631	0.05066674758
1632	0.05065990886
1633	0.05064797891
